date;match_id;team1;team2;map1;map1_score;map2;map2_score;map3;map3_score
18th of april 2014;8990824;ldlc;karnage;inferno;16:4;dust2;16:6;;
18th of april 2014;8990825;reason;bango-i-karise;train;16:2;nuke;16:3;;
18th of april 2014;8990826;3dmax;wild-fire;nuke;16:8;inferno;16:6;;
18th of april 2014;8990827;mousesports;avenue;mirage;16:2;inferno;16:5;;
18th of april 2014;8990828;property;lemondogs;mirage;16:5;dust2;16:5;;
18th of april 2014;8990829;h2k;flkketid;inferno;16:12;mirage;16:10;;
18th of april 2014;8990830;publiclirse;menace;mirage;16:14;dust2;3:16;inferno;16:11
18th of april 2014;8990831;alternate-attax;naptorfactory;dust2;16:6;inferno;16:9;;
18th of april 2014;8990832;esc;necroraisers;train;20:22;nuke;16:8;dust2;16:7
18th of april 2014;8990833;ence;aesthetic;dust2;16:2;inferno;16:14;;
18th of april 2014;8990834;alternate-fe;concord-fe;nuke;16:2;train;16:3;;
18th of april 2014;8990835;imaginary-fe;playing-ducks-fe;dust2;16:6;inferno;16:13;;
18th of april 2014;8990836;ldlc-fe;team-tactix;inferno;16:13;nuke;16:12;;
18th of april 2014;8990837;nip;ence;train;16:10;dust2;16:4;;
18th of april 2014;8990838;reason;3dmax;train;16:7;inferno;11:16;dust2;19:16
18th of april 2014;8990839;titan;alternate-attax;dust2;16:9;mirage;16:8;;
18th of april 2014;8990840;dignitas;h2k;mirage;16:9;inferno;16:11;;
18th of april 2014;8990841;ldlc;mousesports;inferno;16:11;dust2;16:10;;
18th of april 2014;8990842;lgb;property;dust2;16:4;mirage;22:19;;
18th of april 2014;8990843;concord-fe;fmladies;mirage;16:14;inferno;16:11;;
18th of april 2014;8990844;fnatic;publiclirse;train;16:11;mirage;16:9;;
18th of april 2014;8990845;team-tactix;queens-of-norway;mirage;11:16;dust2;8:16;;
18th of april 2014;8990846;epsilon-fe;esport-engine;inferno;16:2;nuke;16:12;;
18th of april 2014;8990847;virtuspro;esc;train;16:8;dust2;16:3;;
19th of april 2014;8990848;alternate-fe;playing-ducks-fe;nuke;16:7;inferno;12:16;dust2;16:4
19th of april 2014;8990849;imaginary-fe;concord-fe;dust2;19:17;mirage;14:16;inferno;16:6
19th of april 2014;8990851;bad-monkey;queens-of-norway;mirage;16:1;inferno;16:8;;
19th of april 2014;8990852;fnatic;dignitas;inferno;20:22;mirage;16:19;;
19th of april 2014;8990853;titan;ldlc;train;14:16;mirage;12:16;;
19th of april 2014;8990854;virtuspro;lgb;nuke;16:13;mirage;16:9;;
19th of april 2014;8990855;nip;reason;inferno;16:12;train;16:7;;
19th of april 2014;8990856;ldlc-fe;epsilon-fe;dust2;16:6;nuke;14:16;inferno;16:5
19th of april 2014;8990857;virtuspro;ldlc;inferno;16:11;dust2;12:16;mirage;16:5
19th of april 2014;8990858;nip;dignitas;inferno;19:15;nuke;16:11;;
19th of april 2014;8990859;alternate-fe;bad-monkey;nuke;16:13;inferno;7:16;dust2;2:16
19th of april 2014;8990860;imaginary-fe;ldlc-fe;nuke;1:16;dust2;22:19;inferno;16:7
19th of april 2014;8990861;bad-monkey;imaginary-fe;inferno;16:8;dust2;16:10;;
19th of april 2014;8990862;nip;virtuspro;train;12:16;inferno;16:6;dust2;16:13
20th of april 2014;8990863;myxmg;rastaxd;inferno;8:16;dust2;21:16;nuke;16:9
20th of april 2014;8990864;infused;myxmg;mirage;17:21;dust2;21:18;inferno;16:13
22nd of april 2014;8990866;manajuma;denial;mirage;12:16;;;;
22nd of april 2014;8990867;united5;tst;dust2;16:4;;;;
22nd of april 2014;8990868;complexity;manajuma;mirage;3:16;;;;
22nd of april 2014;8990869;dignitas;clan-mystik;nuke;16:8;mirage;16:7;;
23rd of april 2014;8990870;nip;clan-mystik;mirage;16:9;;;;
23rd of april 2014;8990871;lgb;wizards;mirage;16:8;;;;
24th of april 2014;8990872;natus-vincere;wizards;nuke;14:16;;;;
24th of april 2014;8990873;clan-mystik;wizards;dust2;16:6;;;;
24th of april 2014;8990874;clan-mystik;wizards;nuke;4:16;;;;
24th of april 2014;8990875;manajuma;reliable;inferno;14:16;;;;
25th of april 2014;8990876;armata;mythic;inferno;12:16;;;;
25th of april 2014;8990877;natus-vincere;mousesports;dust2;17:19;;;;
25th of april 2014;8990878;lgb;clan-mystik;dust2;16:13;;;;
26th of april 2014;8990879;hellraisers;reason;mirage;16:11;;;;
26th of april 2014;8990880;virtuspro;wizards;mirage;16:8;;;;
25th of april 2014;8990881;united5;denial;inferno;3:16;;;;
26th of april 2014;8990882;alientech;northerngrade;dust2;9:16;;;;
26th of april 2014;8990883;panthers;steelshock;inferno;16:3;;;;
25th of april 2014;8990885;complexity;tst;inferno;19:17;;;;
25th of april 2014;8990886;united5;never-good-enough;inferno;12:16;;;;
25th of april 2014;8990887;complexity;denial;inferno;13:16;;;;
25th of april 2014;8990888;tyloo;the-chosen-one;dust2;18:22;;;;
25th of april 2014;8990889;h5;vendetta;dust2;16:2;;;;
25th of april 2014;8990890;nxl;get-moving;inferno;19:21;;;;
25th of april 2014;8990891;watermelown;fightinggo;dust2;13:16;;;;
25th of april 2014;8990892;h5;the-chosen-one;nuke;16:7;;;;
25th of april 2014;8990893;tyloo;vendetta;nuke;16:5;;;;
25th of april 2014;8990894;get-moving;fightinggo;inferno;16:7;;;;
25th of april 2014;8990895;nxl;watermelown;inferno;11:16;;;;
25th of april 2014;8990896;tyloo;the-chosen-one;inferno;16:2;;;;
25th of april 2014;8990897;fightinggo;watermelown;dust2;5:16;;;;
26th of april 2014;8990898;legends;various-artists;inferno;16:2;;;;
26th of april 2014;8990899;nbdale;lamb-of-god;inferno;16:1;;;;
26th of april 2014;8990900;nface;t-executors;inferno;16:8;;;;
26th of april 2014;8990901;bovines;overtaut;train;9:16;;;;
25th of april 2014;8990902;lgb;mousesports;inferno;16:5;;;;
25th of april 2014;8990903;natus-vincere;clan-mystik;dust2;16:10;;;;
25th of april 2014;8990904;mousesports;natus-vincere;train;13:16;;;;
26th of april 2014;8990905;nbdale;nface;mirage;16:5;;;;
26th of april 2014;8990906;lamb-of-god;t-executors;inferno;16:10;;;;
26th of april 2014;8990907;legends;overtaut;inferno;19:21;;;;
26th of april 2014;8990908;bovines;various-artists;nuke;16:8;;;;
26th of april 2014;8990909;nface;lamb-of-god;nuke;16:14;;;;
26th of april 2014;8990910;legends;bovines;inferno;16:3;;;;
27th of april 2014;8990911;legends;h5;nuke;11:16;dust2;16:14;inferno;16:6
27th of april 2014;8990912;nbdale;watermelown;inferno;16:13;nuke;16:3;;
27th of april 2014;8990913;tyloo;overtaut;inferno;16:14;train;16:6;;
27th of april 2014;8990914;get-moving;nface;inferno;10:16;nuke;16:5;train;16:8
26th of april 2014;8990915;alientech;steelshock;inferno;16:14;;;;
26th of april 2014;8990916;northerngrade;panthers;dust2;16:5;;;;
26th of april 2014;8990917;virtuspro;hellraisers;inferno;16:11;;;;
26th of april 2014;8990918;reason;wizards;mirage;16:7;;;;
26th of april 2014;8990919;alientech;panthers;dust2;16:7;;;;
26th of april 2014;8990920;hellraisers;reason;inferno;8:16;;;;
26th of april 2014;8990921;alientech;northerngrade;nuke;17:19;;;;
27th of april 2014;8990922;hellraisers;natus-vincere;inferno;16:11;;;;
27th of april 2014;8990923;reason;mousesports;inferno;16:10;;;;
27th of april 2014;8990924;tyloo;get-moving;inferno;12:16;nuke;16:12;train;6:16
27th of april 2014;8990925;alternate-attax;gamepubentity;inferno;16:5;;;;
28th of april 2014;8990926;nip;lgb;train;16:13;dust2;16:13;;
28th of april 2014;8990927;fnatic;dignitas;dust2;11:16;mirage;16:11;inferno;22:25
27th of april 2014;8990928;virtuspro;hellraisers;mirage;16:7;;;;
27th of april 2014;8990929;esc;ggwppro;nuke;16:9;;;;
27th of april 2014;8990930;lgb;reason;mirage;16:7;;;;
28th of april 2014;8990931;tst;exertus;inferno;6:16;;;;
28th of april 2014;8990932;manajuma;ibuypower;inferno;13:16;;;;
27th of april 2014;8990933;nbdale;legends;inferno;16:12;train;16:13;;
27th of april 2014;8990934;wizards;flipsid3;inferno;16:6;;;;
27th of april 2014;8990935;h2k;nostalgie;mirage;16:6;;;;
27th of april 2014;8990936;planetkey;wizards;mirage;23:26;;;;
27th of april 2014;8990937;virtuspro;lgb;inferno;11:16;;;;
27th of april 2014;8990938;ence;oneshot;nuke;16:8;;;;
27th of april 2014;8990939;aligon;refuse;mirage;16:5;;;;
27th of april 2014;8990940;esc;all-in;mirage;16:3;;;;
27th of april 2014;8990941;ence;alternate-attax;inferno;16:12;;;;
27th of april 2014;8990942;ldlc;headshotbg;inferno;16:9;;;;
27th of april 2014;8990943;esc;igamerz;nuke;16:4;;;;
28th of april 2014;8990944;ldlc;wizards;inferno;13:16;;;;
28th of april 2014;8990945;h2k;ence;nuke;16:6;;;;
28th of april 2014;8990946;aligon;ttc;mirage;16:4;;;;
28th of april 2014;8990947;97club;ussr;inferno;14:16;mirage;16:13;train;6:16
28th of april 2014;8990948;flipsid3;tmuragan;inferno;16:3;train;16:10;;
29th of april 2014;8990949;virtuspro;dignitas;nuke;3:16;;;;
29th of april 2014;8990950;dignitas;lgb;nuke;16:0;;;;
29th of april 2014;8990951;nip;dignitas;inferno;11:16;;;;
29th of april 2014;8990952;dignitas;clan-mystik;cache;0:1;;;;
30th of april 2014;8990953;dignitas;natus-vincere;inferno;19:16;;;;
28th of april 2014;8990954;wizards;aligon;mirage;16:7;;;;
28th of april 2014;8990955;h2k;esc;mirage;21:18;;;;
28th of april 2014;8990956;wizards;h2k;inferno;16:7;;;;
28th of april 2014;8990957;manajuma;exertus;inferno;16:9;;;;
28th of april 2014;8990958;nip;virtuspro;cache;16:13;;;;
28th of april 2014;8990959;esc;alternate-attax;dust2;10:16;;;;
28th of april 2014;8990960;3dmax;tricked;inferno;16:5;;;;
28th of april 2014;8990961;reason;k1ck;inferno;21:19;;;;
28th of april 2014;8990962;h2k;planetkey;inferno;10:16;;;;
28th of april 2014;8990963;mousesports;aligon;mirage;16:10;;;;
28th of april 2014;8990964;hellraisers;glitch;inferno;16:5;;;;
28th of april 2014;8990965;ldlc;newstyle;inferno;16:3;;;;
28th of april 2014;8990966;property;ggrabb;mirage;16:9;;;;
28th of april 2014;8990967;hellraisers;alternate-attax;inferno;16:13;;;;
28th of april 2014;8990968;3dmax;mousesports;train;10:16;;;;
28th of april 2014;8990969;planetkey;property;mirage;31:28;;;;
28th of april 2014;8990970;ldlc;reason;inferno;16:5;;;;
28th of april 2014;8990971;hellraisers;mousesports;mirage;16:14;;;;
1st of may 2014;8990973;dignitas;wizards;dust2;16:9;;;;
28th of april 2014;8990974;ldlc;planetkey;inferno;16:7;;;;
29th of april 2014;8990975;ussr;nostalgie;dust2;16:3;mirage;19:15;;
29th of april 2014;8990976;flipsid3;ggwppro;inferno;14:16;dust2;6:16;;
28th of april 2014;8990977;nip;dignitas;nuke;16:7;inferno;11:16;dust2;16:6
1st of may 2014;8990978;dignitas;fnatic;mirage;11:16;;;;
28th of april 2014;8990979;hellraisers;ldlc;cache;10:16;;;;
30th of april 2014;8990980;netcodeguidescom;cyberrevolution;mirage;11:16;cache;16:13;train;16:10
30th of april 2014;8990981;exertus;manajuma;dust2;12:16;inferno;20:22;;
30th of april 2014;8990982;lgb;fnatic;mirage;7:16;;;;
30th of april 2014;8990983;virtuspro;dignitas;inferno;13:16;;;;
30th of april 2014;8990984;titan;wizards;inferno;16:3;;;;
30th of april 2014;8990985;nip;ldlc;dust2;9:16;;;;
30th of april 2014;8990986;legends;tyloo;inferno;5:16;nuke;7:16;;
30th of april 2014;8990987;nbdale;get-moving;inferno;16:11;dust2;16:5;;
29th of april 2014;8990988;virtuspro;fnatic;inferno;16:11;;;;
29th of april 2014;8990989;fnatic;natus-vincere;nuke;1:0;;;;
29th of april 2014;8990990;nip;fnatic;nuke;16:6;;;;
29th of april 2014;8990991;virtuspro;natus-vincere;cache;1:0;;;;
30th of april 2014;8990992;ussr;ggwppro;inferno;16:8;mirage;16:2;;
2nd of may 2014;8990994;complexity;united5;dust2;16:6;inferno;16:11;;
1st of may 2014;8990995;ibuypower;mythic;inferno;16:3;dust2;16:7;;
30th of april 2014;8990996;lgb;clan-mystik;cache;16:11;;;;
30th of april 2014;8990997;lgb;clan-mystik;train;16:8;;;;
1st of may 2014;8990998;exertus;denial;cache;5:16;;;;
1st of may 2014;8991000;lgb;natus-vincere;season;16:14;;;;
1st of may 2014;8991001;lgb;natus-vincere;cache;16:4;;;;
1st of may 2014;8991002;fnatic;clan-mystik;dust2;15:19;;;;
1st of may 2014;8991003;fnatic;wizards;season;11:16;;;;
1st of may 2014;8991004;fnatic;wizards;inferno;16:5;;;;
2nd of may 2014;8991005;nip;natus-vincere;dust2;3:16;train;15:19;;
2nd of may 2014;8991006;titan;virtuspro;dust2;16:10;mirage;19:17;;
2nd of may 2014;8991007;complexity;never-good-enough;cache;16:2;;;;
2nd of may 2014;8991008;reliable;manajuma;cache;9:16;;;;
3rd of may 2014;8991009;nip;virtuspro;inferno;16:14;train;10:16;dust2;16:12
3rd of may 2014;8991010;titan;natus-vincere;dust2;9:16;mirage;11:16;;
3rd of may 2014;8991011;fnatic;embrace;mirage;16:10;inferno;16:2;;
4th of may 2014;8991012;nip;titan;dust2;8:16;nuke;16:12;inferno;16:3
3rd of may 2014;8991013;complexity;astro-zombies;cache;16:2;;;;
3rd of may 2014;8991014;fnatic;xspell;train;16:10;inferno;16:3;;
3rd of may 2014;8991015;complexity;goblins;nuke;16:0;;;;
4th of may 2014;8991016;area-51;tnt;cache;16:14;;;;
4th of may 2014;8991017;revelry;legends;cache;16:6;;;;
4th of may 2014;8991018;ibuypower;legends;train;16:8;;;;
4th of may 2014;8991019;area-51;we-are-invite;inferno;16:5;;;;
4th of may 2014;8991021;area-51;emuhlee;mirage;16:5;;;;
4th of may 2014;8991022;tnt;we-are-invite;cache;16:5;;;;
4th of may 2014;8991023;reliable;ocp;cache;16:4;;;;
4th of may 2014;8991024;natus-vincere;nip;dust2;16:13;inferno;16:8;;
4th of may 2014;8991026;complexity;legends;mirage;16:6;;;;
4th of may 2014;8991034;legends;teamtobeat;dust2;19:17;;;;
5th of may 2014;8991035;tnt;reliable;cache;5:16;;;;
5th of may 2014;8991037;ibuypower;reliable;cache;16:9;;;;
5th of may 2014;8991038;complexity;area-51;inferno;16:11;;;;
5th of may 2014;8991039;complexity;ibuypower;cache;25:22;;;;
6th of may 2014;8991040;cyberrevolution;united5;cache;10:16;mirage;4:16;;
8th of may 2014;8991041;ibuypower;manajuma;inferno;16:9;nuke;16:4;;
8th of may 2014;8991042;complexity;netcodeguidescom;mirage;9:16;cache;16:13;train;16:14
5th of may 2014;8991043;flipsid3;nostalgie;mirage;16:8;inferno;14:16;dust2;9:16
7th of may 2014;8991044;dignitas;wizards;inferno;16:6;;;;
7th of may 2014;8991045;fnatic;ldlc;dust2;7:16;;;;
7th of may 2014;8991046;nip;lgb;cache;13:16;;;;
7th of may 2014;8991047;titan;virtuspro;cache;11:16;;;;
8th of may 2014;8991048;nip;dignitas;inferno;12:16;;;;
8th of may 2014;8991049;virtuspro;wizards;mirage;16:2;;;;
8th of may 2014;8991050;lgb;ldlc;mirage;9:16;;;;
8th of may 2014;8991051;titan;fnatic;dust2;16:9;;;;
8th of may 2014;8991052;nip;wizards;cache;16:1;;;;
6th of may 2014;8991053;infused;rastaxd;dust2;14:16;;;;
6th of may 2014;8991054;fm-esports;b2gaming;dust2;16:6;;;;
6th of may 2014;8991055;fm-esports;rastaxd;season;12:16;inferno;26:28;;
7th of may 2014;8991056;ibuypower;denial;cache;4:16;;;;
8th of may 2014;8991057;virtuspro;clan-mystik;nuke;19:15;;;;
8th of may 2014;8991058;natus-vincere;clan-mystik;inferno;15:19;;;;
8th of may 2014;8991059;reliable;denial;nuke;7:16;;;;
9th of may 2014;8991060;manajuma;tst;nuke;16:8;;;;
8th of may 2014;8991062;virtuspro;wizards;mirage;16:12;;;;
14th of may 2014;8991063;complexity;ibuypower;dust2;9:16;cache;5:16;;
10th of may 2014;8991065;mousesports;enro-griffins;inferno;16:12;dust2;16:7;;
10th of may 2014;8991066;alternate-attax;wild-fire;mirage;13:16;dust2;16:7;inferno;14:16
10th of may 2014;8991067;mousesports;wild-fire;dust2;19:21;inferno;10:16;;
12th of may 2014;8991071;reliable;never-good-enough;nuke;13:16;;;;
12th of may 2014;8991072;ibuypower;united5;nuke;28:25;;;;
12th of may 2014;8991073;ibuypower;tst;cache;16:7;;;;
13th of may 2014;8991074;fnatic;wizards;mirage;16:10;inferno;16:8;;
13th of may 2014;8991075;mousesports;fm-esports;inferno;16:10;dust2;16:6;;
16th of may 2014;8991076;united5;manajuma;cache;5:16;dust2;19:17;inferno;9:16
12th of may 2014;8991077;manajuma;united5;nuke;16:5;;;;
14th of may 2014;8991078;mythic;netcodeguidescom;inferno;16:14;cache;6:16;mirage;11:16
13th of may 2014;8991079;complexity;united5;cache;7:16;;;;
12th of may 2014;8991081;nip;playstar;inferno;16:1;;;;
12th of may 2014;8991082;nip;30r4k;dust2;16:5;;;;
13th of may 2014;8991084;infused;myxmg;dust2;22:26;;;;
13th of may 2014;8991085;rastaxd;4andahalfmen;cache;11:16;;;;
13th of may 2014;8991086;myxmg;4andahalfmen;dust2;16:14;inferno;16:4;;
14th of may 2014;8991087;nip;wizards;nuke;16:2;;;;
14th of may 2014;8991088;titan;ldlc;mirage;16:14;;;;
14th of may 2014;8991089;virtuspro;fnatic;mirage;16:6;;;;
14th of may 2014;8991090;dignitas;lgb;mirage;8:16;;;;
15th of may 2014;8991091;titan;dignitas;dust2;11:16;;;;
15th of may 2014;8991092;lgb;wizards;mirage;16:11;;;;
15th of may 2014;8991094;nip;fnatic;dust2;16:8;;;;
14th of may 2014;8991095;fnatic;mousesports;inferno;26:23;dust2;16:12;;
14th of may 2014;8991096;fm-esports;wizards;mirage;13:16;nuke;14:16;;
15th of may 2014;8991097;mousesports;wizards;dust2;16:5;mirage;16:3;;
18th of may 2014;8991099;nip;fnatic;dust2;16:6;;;;
20th of may 2014;8991106;manajuma;netcodeguidescom;cache;16:10;nuke;19:17;;
18th of may 2014;8991107;dignitas;ldlc;inferno;1:0;;;;
18th of may 2014;8991108;nip;dignitas;inferno;16:11;nuke;10:16;dust2;16:6
19th of may 2014;8991109;dignitas;fnatic;inferno;16:7;mirage;22:20;;
20th of may 2014;8991111;clan-mystik;teamglobal;dust2;26:23;mirage;16:13;;
19th of may 2014;8991112;nip;dignitas;dust2;16:1;inferno;16:9;;
20th of may 2014;8991113;titan;team4balkan;mirage;16:14;inferno;12:16;dust2;16:13
20th of may 2014;8991114;svettiga;4andahalfmen;dust2;16:5;;;;
20th of may 2014;8991115;myxmg;thechaps;inferno;11:16;;;;
20th of may 2014;8991116;thechaps;svettiga;nuke;16:3;dust2;10:16;inferno;12:16
21st of may 2014;8991117;fnatic;wizards;inferno;10:16;;;;
21st of may 2014;8991118;nip;virtuspro;dust2;10:16;;;;
21st of may 2014;8991119;dignitas;ldlc;inferno;16:9;;;;
21st of may 2014;8991120;titan;lgb;mirage;16:12;;;;
22nd of may 2014;8991121;titan;clan-mystik;mirage;16:13;inferno;16:8;;
21st of may 2014;8991122;teamglobal;team4balkan;nuke;16:12;train;16:6;;
28th of may 2014;8991123;complexity;manajuma;inferno;16:11;dust2;17:19;nuke;14:16
22nd of may 2014;8991124;ldlc;wizards;nuke;16:12;;;;
22nd of may 2014;8991125;virtuspro;lgb;dust2;6:16;;;;
22nd of may 2014;8991126;dignitas;fnatic;dust2;16:12;;;;
22nd of may 2014;8991127;nip;titan;nuke;16:6;;;;
21st of may 2014;8991128;virtuspro;ldlc;inferno;7:16;;;;
21st of may 2014;8991129;leftovers;palikka;inferno;16:1;;;;
21st of may 2014;8991130;reason;dragon-wave;inferno;16:4;;;;
21st of may 2014;8991131;wild-fire;faith;mirage;16:4;;;;
21st of may 2014;8991132;k1ck;mi9;dust2;16:0;;;;
21st of may 2014;8991133;a-gaming;volgare;inferno;10:16;;;;
21st of may 2014;8991134;infused;ohyea;nuke;16:5;;;;
21st of may 2014;8991135;k1ck;teamkr;inferno;16:4;;;;
21st of may 2014;8991136;mousesports;flipsid3;dust2;16:6;;;;
21st of may 2014;8991137;leftovers;no-sir;inferno;12:16;;;;
21st of may 2014;8991138;deze;greyface;dust2;12:16;;;;
21st of may 2014;8991139;reason;gamepubentity;inferno;16:13;;;;
21st of may 2014;8991140;infused;volgare;inferno;11:16;;;;
22nd of may 2014;8991141;no-sir;wild-fire;mirage;18:21;;;;
22nd of may 2014;8991142;alternate-attax;flkketid;inferno;16:9;;;;
22nd of may 2014;8991143;london-conspiracy;volgare;inferno;16:14;;;;
22nd of may 2014;8991144;greyface;hashtag;mirage;5:16;;;;
22nd of may 2014;8991145;mousesports;roughnex;train;16:5;;;;
22nd of may 2014;8991146;refuse;team_7777;nuke;16:9;;;;
22nd of may 2014;8991147;aligon;progression;mirage;16:7;;;;
22nd of may 2014;8991148;reason;class1;inferno;16:3;;;;
22nd of may 2014;8991151;alternate-attax;aligon;dust2;16:8;;;;
22nd of may 2014;8991152;london-conspiracy;hashtag;nuke;16:14;;;;
22nd of may 2014;8991153;mousesports;wild-fire;mirage;16:2;;;;
22nd of may 2014;8991154;reason;refuse;train;16:8;;;;
22nd of may 2014;8991155;mousesports;alternate-attax;dust2;16:9;;;;
22nd of may 2014;8991156;reason;london-conspiracy;inferno;16:8;;;;
24th of may 2014;8991158;go4balkan;go4bosnia;mirage;16:12;inferno;16:14;;
24th of may 2014;8991159;go4croatia;go4serbia;train;14:16;mirage;5:16;;
24th of may 2014;8991160;go4balkan;go4serbia;dust2;16:10;inferno;16:12;;
25th of may 2014;8991161;flkketid;playing-ducks;dust2;16:10;;;;
25th of may 2014;8991162;no-sir;svettiga;inferno;12:16;;;;
25th of may 2014;8991163;wild-fire;madjick;mirage;16:11;;;;
25th of may 2014;8991164;gamepubentity;volgare;inferno;19:15;mirage;17:19;nuke;6:16
25th of may 2014;8991165;e-frag;e-sportsrs;inferno;17:19;mirage;16:14;dust2;16:8
25th of may 2014;8991166;headshotbg;prowince;nuke;16:5;inferno;10:16;mirage;16:13
25th of may 2014;8991167;ination;sensei;inferno;16:7;mirage;16:6;;
25th of may 2014;8991168;dat;nerdrage;mirage;16:10;;;;
25th of may 2014;8991169;team4balkan;platinium;nuke;16:14;;;;
25th of may 2014;8991170;ence;svettiga;dust2;16:9;;;;
25th of may 2014;8991171;esc;a-gaming;dust2;16:8;;;;
25th of may 2014;8991172;wild-fire;hybrid;inferno;16:10;;;;
25th of may 2014;8991173;alternate-attax;heroin;inferno;16:10;;;;
25th of may 2014;8991174;refuse;flkketid;dust2;16:9;;;;
25th of may 2014;8991175;ence;alternate-attax;dust2;10:16;;;;
